Rez.Descriere, Rez.Pret euro ,Rez.Stare,Rez.Suprafata
"Dezvoltator Apartament 2 camere si balcon spatios, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",128300.00 ,Semidec.,52.17 mp
"Dezvoltator Apartament 2 camere si gradina generoasa, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",134200.00 ,Semidec.,52.17 mp
"Dezvoltator Apartament 2 camere si gradina Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",137600.00 ,Semidec.,52.91 mp
"Dezvoltator Apartament 2 camere si terasa, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",161900.00 ,Semidec.,55.77 mp
"Dezvoltator Apartament 2 camere, dubla orientare S-E, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",135200.00 ,Semidec.,57.99 mp
"Dezvoltator Apartament 2 camere, etaj 6, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",159400.00 ,Semidec.,55.39 mp
"Dezvoltator Apartament 2 camere, inteligent compartimentat, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",131900.00 ,Semidec.,59.77 mp
"Dezvoltator Apartament 2 camere, orientare estica, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",131100.00 ,Semidec.,52.41 mp
"Dezvoltator Apartament 2 camere, spatios, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",131000.00 ,Semidec.,59.15 mp
"Dezvoltator Apartament 3 camere cu incalzire in pardoseala in constructie noua
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",99564.00 ,Semidec.,63.87 mp
"Dezvoltator Apartament 3 camere cu incalzire in pardoseala zona Vivo Mall
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",122679.00 ,Semidec.,77.71 mp
"Dezvoltator Apartament 3 camere cu terasa, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",201200.00 ,Semidec.,69.85 mp
"Dezvoltator Apartament 3 camere cu terasa, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",226600.00 ,Semidec.,75.72 mp
"Dezvoltator Apartament 3 camere si dubla orientare, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",154600.00 ,Semidec.,68.7 mp
"Dezvoltator Apartament 3 camere si gradina, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",185700.00 ,Semidec.,82.79 mp
"Dezvoltator Apartament 3 camere, dubla orientare si gradina
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",188600.00 ,Semidec.,83.46 mp
"Dezvoltator Apartament 3 camere, dubla orientare, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",162500.00 ,Semidec.,69.89 mp
"Dezvoltator Apartament 3 camere, dubla orientare, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",276000.00 ,Semidec.,97.98 mp
"Dezvoltator Apartament 3 camere, orientare estica, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",219700.00 ,Semidec.,76.44 mp
"Dezvoltator Apartament 3 camere, orientare vestica, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",168800.00 ,Semidec.,73.75 mp
"Dezvoltator Apartament 4 camere cu incalzire in pardoseala in constructie noua
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",259946.00 ,Dec.,139 mp
"Dezvoltator Apartament 4 camere cu terasa, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",293500.00 ,Semidec.,86.91 mp
"Dezvoltator Apartament 4 camere si gradina in Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",185800.00 ,Semidec.,84.09 mp
"Dezvoltator Apartament premium, constructie noua, bucatarie separata, Dorobantilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",214000.00 ,Semidec.,71 mp
"Dezvoltator Apartament premium, constructie noua, orientare Estica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",158000.00 ,Semidec.,52 mp
"Dezvoltator Apartament premium, constructie noua, orientare Estica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",173000.00 ,Semidec.,54 mp
"Dezvoltator Apartament premium, constructie noua, orientare Sud-Estica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",121000.00 ,Semidec.,38 mp
"Dezvoltator Apartament premium, constructie noua, orientare Sud-Estica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",132000.00 ,Semidec.,42 mp
"Dezvoltator Apartament premium, constructie noua, orientare Sudica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",196000.00 ,Semidec.,63 mp
"Dezvoltator Apartament premium, constructie noua, orientare Vestica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",129000.00 ,Semidec.,40 mp
"Dezvoltator Apartament premium, constructie noua, orientare Vestica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",158000.00 ,Semidec.,52 mp
"Dezvoltator Apartament premium, constructie noua, orientare Vestica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",165000.00 ,Semidec.,54.5 mp
"Dezvoltator Apartament premium, terasa 16 mp, orientare estica, Dorobantilor!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",176000.00 ,Semidec.,61 mp
"Dezvoltator Apartament premium, terasa 19 mp, orientare est-vest, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",223000.00 ,Semidec.,71 mp
"Dezvoltator Apartament premium, terasa 20 mp, orientare sud-estica, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",177000.00 ,Semidec.,55.5 mp
"Dezvoltator Apartament premium, terasa 28 mp, orientare est-vest, Dorobantilor.
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",225000.00 ,Semidec.,72 mp
"Dezvoltator Apartament premium, terasa 29 mp, orientare sudica, Dorobantilor!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",167000.00 ,Semidec.,52 mp
"Dezvoltator DEZVLOTATOR Hexagon vand Apartament 2 camere imobil nou Zorilor - AZORIA
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor", € -   ,Semidec.,60.45 mp
"Dezvoltator DEZVLOTATOR Hexagon vand Apartamente 3 camere imobil nou Zorilor - AZORIA
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor", € -   ,Semidec.,90.83 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Ap 3 camere imobil nou Zorilor cu boxa 
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",220000.00 ,Semidec.,90.83 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Ap 3 camere imobil nou Zorilor cu boxa
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",211500.00 ,Semidec.,88 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Ap 3 camere imobil nou Zorilor cu parcare si boxa
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",198500.00 ,Semidec.,73.79 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Ap 3 camere imobil nou Zorilor cu parcare si boxa
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",201500.00 ,Semidec.,73.79 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Ap 3 camere imobil nou Zorilor cu parcare si boxa
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",202500.00 ,Semidec.,74.75 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Apartament 3 camere imobil nou Zorilor - AZORIA
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor", € -   ,Semidec.,88 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Apartament 3 camere imobil nou Zorilor - AZORIA
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor", € -   ,Semidec.,88.5 mp
"Dezvoltator DEZVOLTATOR Hexagon vand Apartament 3 camere imobil nou Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor", € -   ,Semidec.,81.48 mp
"Dezvoltator Solaris Eden, Apartament 3 camere, str. Horea nr. 33
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",153400.00 ,Semidec.,72.11 mp
"Dezvoltator Solaris Eden, Apartament 3 camere, str. Horea nr. 33
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",153500.00 ,Semidec.,69.74 mp
"Dezvoltator Solaris Eden, Apartament 3 camere, str. Horea nr. 33
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",158400.00 ,Semidec.,73.35 mp
"Dezvoltator Solaris Eden, Apartament 3 camere, str. Horea nr. 33
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",169000.00 ,Semidec.,78.33 mp
"Dezvoltator Solaris Eden, Apartament 3 camere, str. Horea nr. 33
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",182200.00 ,Semidec.,78.49 mp
"Dezvoltator Solaris Eden, Apartament 5 camere cu scara interioara, str. Horea nr. 33
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",214700.00 ,Semidec.,105.81 mp
"Dezvoltator Studio cu balcon, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",121500.00 ,Semidec.,45.36 mp
"Dezvoltator Studio cu balcon, Liberty Residential!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",95800.00 ,Semidec.,40.55 mp
"Dezvoltator Studio cu gradina generoasa, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",95900.00 ,Semidec.,40.55 mp
"Dezvoltator Studio cu terasa, disponibil in proiectul Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",125700.00 ,Semidec.,39.63 mp
"Dezvoltator Studio ideal pentru investitie, Liberty Residential
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",117600.00 ,Semidec.,45.36 mp
"Dezvoltator vand apartament tip duplex in WINGS 
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",255000.00 ,Dec.,94 mp
"Dezvoltator vand cu comision 0 apartament cu 3 camere in Seasons
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",188000.00 ,Dec.,70 mp
"Dezvoltator Vrei sa locuiesti in imobilul cu cel mai mare spatiu verde din Cluj-Napoca?
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Plopilor",260337.00 ,Dec.,78 mp
"DEZVOLTATOR! Apartament nou cu 3 camere decomandate, str. Frunzisului
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",151715.00 ,Dec.,76 mp
"DISPONIBIL! Apartament 2 camere | 60 mp | balcon | ultracentral
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Ultracentral",172000.00 ,Vagon,60 mp
"Doar pentru investitie: apartament mobilat si utilat
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",118000.00 ,Dec.,45 mp
"doua camere finisat BunaZiua Zona BT
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",150000.00 ,Dec.,52 mp
"Etaj 1 | Decomandat 4 Camere | Strada Fabricii Zahar | Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",186900.00 ,Dec.,78 mp
"Exceptional! Apartament 3 camere ultrafinisat in Buna Ziua!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",205000.00 ,Dec.,105 mp
"EXCLUSIV -  Studio de vanzare, West City Tower, Cluj-Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",116000.00 ,Semidec.,45 mp
"Exclusiv !!Apartament 3 camere langa padure
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Câmpului",210000.00 ,Semidec.,83 mp
"EXCLUSIV & Comision 0% Studio de vanzare, West City Tower, Cluj-Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",126000.00 ,Semidec.,49 mp
"EXCLUSIV Apartament 3 camere de vanzare, West City Tower 0%COMISION
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",240000.00 ,Dec.,94 mp
"Exclusiv ImobilStar Apartament 2 camere Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Borhanci",115000.00 ,Dec.,65 mp
"EXCLUSIV Penthouse 5 camere de vanzare, West City Tower 0%COMISION
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",800000.00 ,Dec.,218 mp
"Exclusiv! Apartament  de 3 camere, 70.50 mp, zona de case, Andrei...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Andrei Mureşanu",189000.00 ,Semidec.,70.5 mp
"Exclusiv! Apartament 2 camere, terasa 85 de mp in zona Corneliu Coposu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",118000.00 ,Semidec.,57.3 mp
"Exclusiv! Apartament confort sporit, Calea Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",88800.00 ,Dec.,42 mp
"Exclusiv! Apartament cu 3 camere 58 m2 , cu terasa de 45 m2 ,...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",150000.00 ,Semidec.,58 mp
"EXCLUSIV! Apartament finisat,  2 camere 53 m2 cu CF, terasa 15 mp,...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur", € -   ,Semidec.,53 mp
"Exclusiv! Garsoniera 27 mp, etaj 1, Marasti, Cernei
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",67000.00 ,Semidec.,23 mp
"EXCLUSIVITATE  Apartament 2 camere, 78 mp , loc de parcare...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gruia",250000.00 ,Dec.,78 mp
"EXCLUSIVITATE  Apartament cu 4 camere in Gheorgheni!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",210000.00 ,Dec.,70 mp
"Exclusivitate ! Apartament 2 camere Busteni etaj 2/4 CIRCUIT
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",82000.00 ,Circular,36 mp
"Exclusivitate !! Apartament 3 camere decomandat, 97mp, Centru
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",215000.00 ,Dec.,97 mp
"Exclusivitate 0% Comision, apartament 3 camere strada Tasnad
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",128000.00 ,Dec.,69 mp
"Exclusivitate 2 camere decomandat, superfinisat, 2 balcoane, totul nou
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",127000.00 ,Dec.,47 mp
"Exclusivitate 3 Camere, Intermediar, Parcare, Mobilat, Utilat, Borhanci
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Borhanci",179000.00 ,Semidec.,67 mp
"Exclusivitate 3 Camere, Mobilat, Utilat, Grigorescu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",139900.00 ,Semidec.,70 mp
"Exclusivitate apartament cu 4 camere de vanzare in cartierul Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",310000.00 ,Dec.,86 mp
"Exclusivitate! 0%COMISION LA CUMPARARE Apartament 3 camere, bloc nou, Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",135000.00 ,Semidec.,55 mp
"Exclusivitate! 2 camere, 2 balcoane, etaj 3, zona verde, Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",119000.00 ,Dec.,51 mp
"Exclusivitate! Apartament 2 camere, 46 mp, terasa 14 mp, parcare,...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",127700.00 ,Semidec.,46 mp
"Exclusivitate! Apartament 2 camere, 51 mp totali, finisat si mobilat, Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",112500.00 ,Semidec.,47 mp
"Exclusivitate! Apartament 2 camere, 57 mp, 43 mp terasa, panorama...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",89000.00 ,Semidec.,57 mp
"Exclusivitate! Apartament 2 camere, certificat energetic A, Donath Park
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",94500.00 ,Semidec.,54 mp
"EXCLUSIVITATE! Apartament 2 camere, et2/4, zona Piata Zorilor, 10 Minute de UMF
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",130000.00 ,Dec.,51 mp
"EXCLUSIVITATE! Apartament 2 camere, etaj intermediar, cu preluare de chiriasi
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",71900.00 ,Semidec.,27 mp
"Exclusivitate! Apartament 2 camere, Maurer Panoramic
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",185000.00 ,Dec.,59 mp
"Exclusivitate! Apartament 2 camere, zona Iulius Mall, finisat, etaj intermediar
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni", € -   ,Semidec.,45 mp
"Exclusivitate! Apartament 2/3 camere,proiect deosebit,Seasons
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",135000.00 ,Semidec.,54.5 mp
"EXCLUSIVITATE! Apartament 3 camere decomandat, zona Iulius Mall
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",135000.00 ,Dec.,68 mp
"Exclusivitate! Apartament 3 camere la casa in zona Piata 14 Iulie 0%comision
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",170000.00 ,Circular,68 mp
"EXCLUSIVITATE! Apartament 3 camere, 2 bai, 76 mp, balcon, zona VIVO
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",139000.00 ,Semidec.,76 mp
"Exclusivitate! Apartament 3 camere, 56 mp,  etaj intermediar zona...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Iris",136000.00 ,Semidec.,56 mp
"Exclusivitate! Apartament cu 1 camera in bloc nou, 40 mp, Borhanci
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Borhanci",115000.00 ,,
"Exclusivitate! Apartament cu 1 camera, Iris, strada Oasului
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Iris",50000.00 ,Semidec.,28.33 mp
"EXCLUSIVITATE! Apartament cu 3 camere decomandate, in Manastur!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",132000.00 ,Dec.,67 mp
"Exclusivitate! Apartament cu 3 camere, decomandat, Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",155000.00 ,Dec.,60 mp
"Exclusivitate! Apartament cu 4 camere in bloc nou, terasa 40 mp, Borhanci
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Borhanci",349900.00 ,,
"Exclusivitate! Apartament decomandat 2 camere, locatie excelenta, FSEGA, Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",129900.00 ,Dec.,52 mp
"EXCLUSIVITATE! Apartament modern de 3 camere, garaj subteran, Pod Ira
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",149000.00 ,Semidec.,60 mp
"EXCLUSIVITATE! Apartament tip penthouse, 70 mp terasa, garaj, in...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",290000.00 ,Semidec.,70 mp
"Exclusivitate! Apartament tip penthouse, 90mp, terasa, parcare,...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Manastur",360000.00 ,Semidec.,90 mp
"Exclusivitate! Grasoniera cocheta de vanzare in Manastur!
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",63000.00 ,Semidec.,28 mp
"Exclusivitate! Nou in piata.Apartament cu 3 camere de vanzare
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",149900.00 ,Semidec.,58 mp
"Exclusivitate! Nou! 4 camere, 71 mp, 2 bai, balcon, etaj 2, Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",219000.00 ,Dec.,71 mp
"EXCLUSIVITATE! Studio Ultracentral pentru regim hotelier 0% comision
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Ultracentral",150000.00 ,Circular,29 mp
"Exclusivitate! Vanzare apartament 2 camere confort sporit, zona Napoca
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Semicentral",159000.00 ,Dec.,55 mp
"Exclusivitate! Vanzare apartament ultrafinisat, 80mp, zona Iulius Mall
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",184000.00 ,Semidec.,80 mp
"EXCLUSIVITATE!Apartament 2 camere, 52 mp, garaj, lux, Marasti/Semicentral
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",209000.00 ,Dec.,52 mp
"Exclusivitate!Comision 0% Apartament 3 camere intr-o cladire cu doua apartamente
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",295000.00 ,Semidec.,87.22 mp
"Exclusivitate!Comision 0%. Apartament cu 3 camere, Str. Gheorghe Dima
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",147000.00 ,Dec.,66 mp
"Exclusivitate, 0% comision, 3 camere, Buna ziua
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Bună Ziua",243000.00 ,Dec.,70 mp
"Exclusivitate, Apartament 2 camere central 0% comision la cumparare
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",119000.00 ,Semidec.,58 mp
"Exclusivitate, Apartament cu 2 camere, zona Gheorgheni, Str. Albac 
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",152000.00 ,,
"EXCLUSIVITATE, COMISON 0 % LA CUMPARARE
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",183000.00 ,Dec.,67 mp
"Exclusivitate. Apartament 2 camere decomandate, zona Calea Turzii
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Calea Turzii",135000.00 ,Dec.,68 mp
"Exclusivitate. Garsoniera 28 mp, parter, bloc de apartamente, Vidraru, zona Big
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",65000.00 ,Semidec.,28 mp
"EXCLUSIVITATE: Apartament PREMIUM în Luminia Residence, Europa
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Europa",152000.00 ,Semidec.,53 mp
"Fara Comision! Apartament 4 camere decomandat + parcare, Complex Nora, Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",170000.00 ,Dec.,70 mp
"Finiseaza-ti viitorul apartament de 2 camere din Dambul Rotund!...
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Dâmbul Rotund",86000.00 ,Semidec.,45 mp
"Garsoniera  30mp in Grigorescu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",74990.00 ,Dec.,30 mp
"Garsoniera  decomandata - zona Expo Transilvania, Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",60000.00 ,Dec.,23.16 mp
"Garsoniera  investitie | Etaj 1  | 22 mpu | Marasti 7 minute de Iulius
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Marasti",46500.00 ,Semidec.,22 mp
"Garsoniera | 11 Mp | Mobilata | Utilata | Zona Gheorgheni Interservisan
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",29900.00 ,Semidec.,11 mp
"Garsoniera | 24 mpu | zona Observatorului | Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",65000.00 ,Dec.,24 mp
"Garsoniera | 30 mpu | Zona Baza Sportiva ""La Terenuri"" Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",70000.00 ,Dec.,30 mp
"Garsoniera | 32 mpu | Zona Baza Sportiva | Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",69000.00 ,Semidec.,32 mp
"Garsoniera | 32 mpu | Zona Baza Sportiva La Terenuri Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",65000.00 ,Dec.,32 mp
"Garsoniera | Calea Dorobantilor | OPORTUNITATE
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Central",52000.00 ,Semidec.,23 mp
"Garsoniera | Centru | Strada Horea
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Horea",135000.00 ,Dec.,37 mp
"Garsoniera | complet mobilata | 21 mpu | zona Someseni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Someşeni",42000.00 ,Semidec.,21 mp
"Garsoniera | Decomandata | 32 mpu | BIG Manastur
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mănăştur",75000.00 ,Dec.,32 mp
"Garsoniera | etaj intermediar | 28 mpu | zona Detunata | Gheorgheni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",74500.00 ,Dec.,28 mp
"Garsoniera | Gheorgheni | Etaj intermediar
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gheorgheni",71000.00 ,Dec.,27 mp
"Garsoniera | Grigorescu
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Grigorescu",59000.00 ,Dec.,18 mp
"Garsoniera | Gruia
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Gruia",83000.00 ,Semidec.,29 mp
"Garsoniera | Oasului | Iris |
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Iris",55000.00 ,Semidec.,28 mp
"Garsoniera | Onisifor Ghibu | Marasti
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Mărăşti",65000.00 ,Semidec.,21 mp
"Garsoniera | Orastiei | Someseni |
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Someşeni",45000.00 ,Semidec.,21 mp
"Garsoniera | Rapsodiei | Cartier Zorilor
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Zorilor",67000.00 ,Semidec.,28 mp
"Garsoniera | Someseni
                            
        
        
        
        
            
                
                    
                    Cluj-Napoca, zona Someşeni",50000.00 ,Dec.,22 mp
